,id,url,author,title,rating,archive_warnings,categories,fandoms,relationships,characters,additional_tags,language,series,published,completed,words,chapters,comments,kudos,bookmarks,hits,standardised_ttr_250,standardised_ttr_500,standardised_ttr_1000,standardised_ttr_4000,honore_h_250,honore_h_500,honore_h_1000,honore_h_4000,sentence_length_mean,sentence_length_median,lexical_density,complexity_stats,known_word_ratio
373,23224837,https://archiveofourown.org/works/23224837?view_full_work=true,['WriteThroughTheNight'],of music and motion and love,Teen And Up Audiences,"['Creator Chose Not To Use Archive Warnings', 'No Archive Warnings Apply']",['M/M'],"['The Witcher (TV)', 'Wiedźmin | The Witcher - All Media Types']","['Geralt z Rivii | Geralt of Rivia/Jaskier | Dandelion', 'Jaskier | Dandelion & Yennefer z Vengerbergu | Yennefer of Vengerberg']","['Jaskier | Dandelion', 'Geralt z Rivii | Geralt of Rivia', 'Yennefer z Vengerbergu | Yennefer of Vengerberg', 'Cirilla Fiona Elen Riannon']","['Alternate Universe - Canon Divergence', 'Jaskier & Yennefer are Siblings', 'Jaskier | Dandelion Has Feelings', 'Non-Human Jaskier | Dandelion', 'Magic Jaskier', 'Jaskier | Dandelion Has a Past', 'Getting Together', 'Misunderstandings', 'Implied/Referenced Child Abuse']",English,Part 1 of of bards and witches and witchers,2020-03-20,,12412,1/1,633,17053,3427,116012,0.6224150943396226,0.5322307692307693,0.4449230769230769,0.2936666666666667,2225.6793586389667,2171.209964513507,2162.5490365498254,2135.5918014254216,13.023847376788554,11.0,0.3413561239238358,"{'total_words': 13386, 'known_words': 11117, 'unknown_words': 2269, 'known_word_ratio': 0.8304945465411624, 'average_rank': 769.1023409363745}",0.8304945465411624
374,2323055,https://archiveofourown.org/works/2323055?view_full_work=true,['buu'],i can do better,Mature,['Creator Chose Not To Use Archive Warnings'],['M/M'],['Haikyuu!!'],['Hinata Shouyou/Kageyama Tobio'],"['Kageyama Tobio', 'Hinata Shouyou']",[],English,,2014-09-18,2014-10-06,45504,14/14,577,10082,1993,171022,0.588551724137931,0.4863168316831683,0.3938,0.2443541666666666,2035.2759075012827,1959.232771633169,1918.4467113064325,1958.4478929542984,21.14680545585068,19.0,0.3337365041532523,"{'total_words': 50991, 'known_words': 42220, 'unknown_words': 8771, 'known_word_ratio': 0.8279892530054324, 'average_rank': 764.8568537086629}",0.8279892530054324
375,23273713,https://archiveofourown.org/works/23273713?view_full_work=true,['inexplicifics'],With a Conquering Air,Explicit,['No Archive Warnings Apply'],['M/M'],['Wiedźmin | The Witcher - All Media Types'],"['Geralt z Rivii | Geralt of Rivia/Jaskier | Dandelion', 'Cirilla Fiona Elen Riannon & Jaskier | Dandelion', 'Cirilla Fiona Elen Riannon & Geralt z Rivii | Geralt of Rivia', 'Jaskier | Dandelion & Triss Merigold', 'Eskel & Jaskier | Dandelion', 'Eskel & Geralt z Rivii | Geralt of Rivia', 'Jaskier | Dandelion & Yennefer z Vengerbergu | Yennefer of Vengerberg', 'Geralt z Rivii | Geralt of Rivia & Yennefer z Vengerbergu | Yennefer of Vengerberg', 'Cirilla Fiona Elen Riannon & Eskel']","['Jaskier | Dandelion', 'Geralt z Rivii | Geralt of Rivia', 'Eskel (The Witcher)', 'Yennefer z Vengerbergu | Yennefer of Vengerberg', 'Lambert (The Witcher)', 'Cirilla Fiona Elen Riannon', 'Triss Merigold', 'Vesemir (The Witcher)']","['Alternate Universe', 'Timeline What Timeline', 'Enemies to Friends to Lovers', 'sort of anyhow', 'Singing', 'Bathing/Washing', 'Endearments', 'Slow Burn', 'Pining', 'Explicit Consent', 'Found Family', ""Kaer Morhen's Fanon Hot Springs (The Witcher)""]",English,Part 1 of The Accidental Warlord and His PackPart 1 of The Accidental Warlord and His Pack - Recommended Reading Order,2020-03-23,2020-03-28,27880,7/7,2095,24962,5684,556425,0.6266218487394958,0.5391864406779662,0.4547586206896551,0.2990357142857143,2348.1789460216,2316.707451243846,2267.002859613498,2185.811765444604,23.41782178217822,18.0,0.3666976042693892,"{'total_words': 29990, 'known_words': 24130, 'unknown_words': 5860, 'known_word_ratio': 0.8046015338446149, 'average_rank': 738.5199512554555}",0.8046015338446149
376,23289055,https://archiveofourown.org/works/23289055?view_full_work=true,['isaksara (syailendra)'],The MSBY Black Jackals Read Thirst Tweets,Mature,['No Archive Warnings Apply'],['M/M'],['Haikyuu!!'],"['Miya Atsumu/Sakusa Kiyoomi', 'Hinata Shouyou/Kageyama Tobio']","['Miya Atsumu', 'Sakusa Kiyoomi', 'Hinata Shouyou', 'Bokuto Koutarou', 'Miya Osamu', 'Kita Shinsuke', 'MSBY Black Jackals', 'Ojiro Aran', 'Suna Rintarou', 'Ginjima Hitoshi', 'Inarizaki Volleyball Club', 'Hoshiumi Kourai', 'past unrequited AtsuKita - Character']","['Annoyances to Annoyances with Benefits to Lovers', 'Kagehina and Bokuaka are In Love and Embarrassing About It', 'Atsumu Is Not a Single-Target Horndog', 'Social Media', ""The Safe Word is 'Onigiri'"", 'the mildest of d/s', ""there's nothing really graphic but everyone is really h word all the time"", 'Pining Atsumu', 'Getting Together']",English,,2020-03-24,2020-03-24,11445,2/2,372,15236,2968,166383,0.651265306122449,0.5626666666666666,0.47675,0.3245833333333333,2384.762016125061,2367.391109361782,2299.514701626776,2281.1183782444773,14.341277407054337,12.0,0.3647026545030523,"{'total_words': 12495, 'known_words': 9797, 'unknown_words': 2698, 'known_word_ratio': 0.7840736294517807, 'average_rank': 778.5396912146468}",0.7840736294517807
377,23303299,https://archiveofourown.org/works/23303299?view_full_work=true,['darkredloveknot (enheduane)'],beneath six layers of silk,Explicit,['No Archive Warnings Apply'],['M/M'],"['陈情令 | The Untamed (TV)', '魔道祖师 - 墨香铜臭 | Módào Zǔshī - Mòxiāng Tóngxiù']",['Lan Zhan | Lan Wangji/Wei Ying | Wei Wuxian'],[],"['Post-Canon', 'Canon Compliant', 'Getting Together', 'Confessions', 'Curses', 'Embarrassment', 'Vulnerability', 'Lan Zhan is hopelessly in love', 'Swearing', 'Dirty Talk', 'Hand Jobs', 'Angst and Fluff and Smut', 'all the good stuff basically', 'Honesty', 'Communication', 'Podfic Available', 'Portuguese translation', 'french translation', 'Spanish Translation', 'Перевод на русский | Translation in Russian']",English,,2020-03-25,,12551,1/1,1216,23408,6219,261954,0.6249811320754717,0.5362307692307693,0.4496923076923076,0.29975,2287.5261364438225,2310.3216003912657,2282.6898844973216,2281.2858326025325,11.11877903118779,9.0,0.3420616912982155,"{'total_words': 13471, 'known_words': 10926, 'unknown_words': 2545, 'known_word_ratio': 0.8110756439759483, 'average_rank': 812.9074927255092}",0.8110756439759483
378,23320117,https://archiveofourown.org/works/23320117?view_full_work=true,['snowdarkred'],"a nation, held",General Audiences,['No Archive Warnings Apply'],"['Gen', 'Multi']",['Avatar: The Last Airbender'],[],"['Ozai (Avatar)', 'Iroh (Avatar)', 'Zuko (Avatar)', 'Azula (Avatar)']","['Politics', 'Worldbuilding', 'Fire Nation (Avatar)', 'Fire Nation Royal Family', 'Ozai (Avatar) Being a Terrible Parent', 'a useful tag', 'Ozai (Avatar) is an Asshole', 'another useful tag', 'Nationalism', 'Imperialism', 'Propaganda', 'dealing with all sorts of fire nation issues', 'POV Outsider']",English,,2020-03-26,,6086,1/1,591,19312,5319,111236,0.6486153846153846,0.562923076923077,0.4833333333333333,0.33725,2447.6499707774065,2388.2142337504274,2402.8919243612186,2375.514429829646,15.68267223382046,13.0,0.3765060240963855,"{'total_words': 6510, 'known_words': 5459, 'unknown_words': 1051, 'known_word_ratio': 0.8385560675883257, 'average_rank': 729.7009239336793}",0.8385560675883257
379,23349193,https://archiveofourown.org/works/23349193?view_full_work=true,['Theroundbartable'],Language,Not Rated,['Creator Chose Not To Use Archive Warnings'],['Gen'],['Merlin (TV)'],"['Merlin & Arthur Pendragon (Merlin)', 'Gwaine & Merlin (Merlin)', 'Merlin/Arthur Pendragon (Merlin)']","['Merlin (Merlin)', 'Gwaine (Merlin)', 'Arthur Pendragon (Merlin)']","['Languages', 'Multilingual Character', 'Bilingual Character(s)', ""Arthur Knows About Merlin's Magic (Merlin)"", 'BAMF Merlin (Merlin)', 'Merlin can also speak to animals', 'Magic', 'Magic Revealed', 'instinct language', 'Fluff', 'fluff in second chapter']",English,Part 21 of Merlin's magic,2020-03-27,2020-03-30,6492,2/2,183,6705,692,52507,0.6087407407407407,0.5109230769230769,0.4231666666666667,0.2855,2084.644965815073,2002.4987214241523,2029.274389734838,2100.178423280824,12.437216338880484,11.0,0.3454703616254505,"{'total_words': 6782, 'known_words': 5675, 'unknown_words': 1107, 'known_word_ratio': 0.836773813034503, 'average_rank': 724.0211498013555}",0.836773813034503
380,23351494,https://archiveofourown.org/works/23351494?view_full_work=true,['foxy_mulder'],Tunes Without Words,Not Rated,['Creator Chose Not To Use Archive Warnings'],['M/M'],['The Witcher (TV)'],['Geralt z Rivii | Geralt of Rivia/Jaskier | Dandelion'],[],"['Angst', 'Angst with a Happy Ending', 'It Gets Worse Before It Gets Better', 'Insecure Jaskier | Dandelion', 'Jaskier | Dandelion Whump', 'Geralt z Rivii | Geralt of Rivia is Bad at Communicating', 'Post-Episode: s01e06 Rare Species', 'Emotional Hurt/Comfort', 'Hurt/Comfort', 'eventually', 'Geralt z Rivii | Geralt of Rivia Apologizes', 'Past Abuse', 'Pining Jaskier | Dandelion', 'Pining', 'Miscommunication', 'Misunderstandings', 'Self-Esteem Issues', 'Self Confidence Issues', 'Character Study', 'Not Actually Unrequited Love', 'Emotional/Psychological Abuse', 'Mutual Pining', 'Insecurity', 'Healing from Trauma', 'Mental Health Issues', 'Complete', 'Consent Issues', 'Jaskier | Dandelion Has a Past', 'Verbal Abuse', 'Happy Ending', 'Jaskier | Dandelion Has ADHD', 'Alternate Universe - Canon Divergence']",English,Part 1 of The Thing With Feathers,2020-03-28,2020-04-19,22018,11/11,1357,16233,2833,171935,0.6215157894736842,0.5327234042553192,0.4476086956521739,0.30375,2361.4417217607133,2311.422726209065,2316.978599099945,2321.4667823219806,15.770996640537517,13.0,0.320467707646067,"{'total_words': 23812, 'known_words': 20422, 'unknown_words': 3390, 'known_word_ratio': 0.857634805980178, 'average_rank': 750.8879984103855}",0.857634805980178
381,23365429,https://archiveofourown.org/works/23365429?view_full_work=true,['RedWritingHood'],Your slightest look easily will unclose me,Not Rated,['No Archive Warnings Apply'],['Gen'],"['陈情令 | The Untamed (TV)', '魔道祖师 - 墨香铜臭 | Módào Zǔshī - Mòxiāng Tóngxiù']","['Jiang Cheng | Jiang Wanyin & Wei Ying | Wei Wuxian', 'Jiang Cheng | Jiang Wanyin & Jin Ling | Jin Rulan', 'Jiang Cheng | Jiang Wanyin & Jin Ling | Jin Rulan & Wei Ying | Wei Wuxian']","['Jiang Cheng | Jiang Wanyin', 'Wei Ying | Wei Wuxian', 'Jin Ling | Jin Rulan']","['Angst', 'Brotherly Love', 'Emotional pain', 'with a smidgen of', 'Physical Pain', 'jiang cheng feels a lot', 'wei wuxian loves him and wants him to be happy', 'Jiāng Chéng Needs A Hug', 'But also', 'Jiang Cheng Gets A Hug', 'More than one actually', 'jiang cheng loves jin ling', 'jin ling is worried and for good reason', 'jiang cheng is in heckin turmoil', 'wei wuxian is lovely', ""jiang cheng knows this even if he doesn't say it"", 'only happy endings for these boys', 'Platonic Hanahaki', 'kind of', ""it's not actually hanahaki but it's close enough""]",English,,2020-03-29,,9253,1/1,341,6192,1723,38124,0.6056410256410256,0.5162105263157895,0.4288888888888889,0.27825,2224.2947904447647,2246.806176812011,2220.7595756443507,2273.862499128155,14.473871733966746,13.0,0.3541016777674732,"{'total_words': 9922, 'known_words': 7895, 'unknown_words': 2027, 'known_word_ratio': 0.7957065107841161, 'average_rank': 760.3579710144927}",0.7957065107841161
382,23382061,https://archiveofourown.org/works/23382061?view_full_work=true,['iimpossible_things'],a leaf falls on loneliness,Not Rated,['Creator Chose Not To Use Archive Warnings'],['M/M'],['9-1-1 (TV)'],"['Evan ""Buck"" Buckley/Eddie Diaz', 'Evan ""Buck"" Buckley & Christopher Diaz & Eddie Diaz (9-1-1 TV)', 'Evan ""Buck"" Buckley & Eddie Diaz (9-1-1 TV)', 'Evan ""Buck"" Buckley/Eddie Diaz (9-1-1 TV)']","['Evan ""Buck"" Buckley', 'Eddie Diaz (9-1-1 TV)', 'Christopher Diaz (9-1-1 TV)', 'Bobby Nash', 'Howie ""Chimney"" Han', 'Henrietta ""Hen"" Wilson', 'Maddie Buckley', 'Athena Grant', 'Original Characters', 'Original Male Character(s)']","['Angst', 'Fluff and Angst', 'Hurt/Comfort', 'Hurt Evan ""Buck"" Buckley', 'Angst with a Happy Ending']",English,,2020-03-29,,11163,1/1,662,17574,4752,189490,0.6064489795918367,0.5056666666666667,0.411,0.2548333333333333,2045.2586251068096,1925.95113966182,1875.288663511304,1921.4408777437416,13.905417024935511,12.0,0.3115839547441502,"{'total_words': 12403, 'known_words': 10097, 'unknown_words': 2306, 'known_word_ratio': 0.8140772393775699, 'average_rank': 734.4646377197656}",0.8140772393775699
383,23382610,https://archiveofourown.org/works/23382610?view_full_work=true,['iliacquer'],the shadow of a name in skin,Explicit,['Creator Chose Not To Use Archive Warnings'],['M/M'],"['陈情令 | The Untamed (TV)', '魔道祖师 - 墨香铜臭 | Módào Zǔshī - Mòxiāng Tóngxiù']",['Lan Zhan | Lan Wangji/Wei Ying | Wei Wuxian'],"['Lan Zhan | Lan Wangji', 'Wei Ying | Wei Wuxian', 'Wēn Qíng', 'Wen Ning | Wen Qionglin', 'Lan Yuan | Lan Sizhui']","['Sex Magic', 'Yiling Laozu Wei Ying | Wei Wuxian', 'Bottom Lan Wangji', 'Let the Yiling Patriarch top Lan Wangji', 'bottom lan wangji rights', 'Dubious Consent', 'like they talk about consent but there are talks and talk you know', 'Is it amnesia or is it a ritual memory sacrifice', 'Praise Kink', 'Orgasm Delay/Denial', 'just 9k of stress writing smut you know how it is', 'Dom/sub']",English,,2020-03-29,,8995,1/1,401,12058,2431,86802,0.568,0.4768888888888889,0.3913333333333333,0.24825,2035.680717599688,2032.826752170086,1987.5433109034493,1991.6197056014792,12.12152420185376,10.0,0.3541937159179434,"{'total_words': 9437, 'known_words': 7454, 'unknown_words': 1983, 'known_word_ratio': 0.789869661968846, 'average_rank': 824.1620702334988}",0.789869661968846
384,23396779,https://archiveofourown.org/works/23396779?view_full_work=true,['A_Bloody_Nonbinary_in_the_Woods'],Apparition,General Audiences,['No Archive Warnings Apply'],['M/M'],['僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic', 'Aizawa Shouta | Eraserhead & Midoriya Izuku', 'Aizawa Shouta | Eraserhead & Shinsou Hitoshi', 'Midoriya Izuku & Nedzu', 'Midoriya Izuku & Shinsou Hitoshi', 'Midoriya Izuku & Tsukauchi Naomasa', 'Kaminari Denki/Shinsou Hitoshi']","['Midoriya Izuku', 'Aizawa Shouta | Eraserhead', 'Nedzu (My Hero Academia)', 'Tsukauchi Naomasa', 'Yamada Hizashi | Present Mic', 'Shinsou Hitoshi', 'Original Male Character(s)']","['Sassy Midoriya Izuku', 'BAMF Midoriya Izuku', 'Vigilante Midoriya Izuku', 'Kinda', 'Shinsou Hitoshi Replaces Mineta Minoru', 'Mild Language', 'Tired Aizawa Shouta | Eraserhead', 'General Education Department Mineta Minoru', 'Implied/Referenced Child Abuse', 'Implied/Referenced Bullying', 'Midoriya Izuku Does Not Have One for All Quirk', 'Quirkless Midoriya Izuku', 'Parental Tsukauchi Naomasa', 'Parental Aizawa Shouta | Eraserhead', 'Parental Nedzu (My Hero Academia)', 'Protective Midoriya Izuku', 'Dadzawa', 'Midoriya Izuku Swears', 'Class 1-A Shenanigans (My Hero Academia)', 'Shinsou Hitoshi is in Class 1-A', 'Fuck Window Locks', 'Let Midoriya have a metal bat 2020', 'MR is bad at feelings', ""Don't ask who MR is"", 'the author wrote this instead of sleeping', 'The Author Regrets Everything', 'Beta we die like men', 'Asexual Shinsou Hitoshi', 'Non-Binary Shinsou Hitoshi', 'Pansexual Midoriya Izuku', 'Hacker! Midoriya Izuku', 'Abusive Midoriya Inko', 'Abused Midoriya Izuku']",English,Part 1 of Here we GHOST again,2020-03-30,2020-05-22,44755,29/29,4600,19602,3517,387247,0.6445,0.5470416666666666,0.4547083333333333,0.2910208333333333,2234.304653649652,2119.3126759190905,2072.818017858855,2015.6121818749907,12.921638468388243,11.0,0.3363468765510884,"{'total_words': 48178, 'known_words': 39461, 'unknown_words': 8717, 'known_word_ratio': 0.8190667939723525, 'average_rank': 725.3901471091344}",0.8190667939723525
385,23403196,https://archiveofourown.org/works/23403196?view_full_work=true,['whileyouresleeping'],Love Language,Not Rated,['No Archive Warnings Apply'],['M/M'],['9-1-1 (TV)'],"['Evan “Buck” Buckley & Eddie Diaz (9-1-1 TV)', 'Evan ""Buck"" Buckley/Eddie Diaz (9-1-1 TV)', 'Evan ""Buck"" Buckley/Eddie Diaz']","['Evan ""Buck"" Buckley', 'Eddie Diaz (9-1-1 TV)', 'Henrietta ""Hen"" Wilson', 'Howie ""Chimney"" Han', 'Maddie Buckley', 'Bobby Nash']","['Fluff', 'seriously so much fluff', 'Mild Hurt/Comfort', 'Evan Buckley being Peak Evan Buckley', 'EDDIE DIAZ IS A CHRONIC PINER', 'Friends to Lovers', 'Fluff and Humor', 'Chimney and Hen are the co-captains of the Buddie ship']",English,,2020-03-31,,6459,1/1,190,7226,1363,50636,0.6172413793103448,0.5202857142857144,0.4331428571428571,0.28675,2150.44338813002,2072.4052006701213,2068.9838045091324,2100.060692537975,15.848639455782314,13.0,0.3338184260606739,"{'total_words': 7268, 'known_words': 5643, 'unknown_words': 1625, 'known_word_ratio': 0.7764171711612549, 'average_rank': 740.8646220198874}",0.7764171711612549
386,234222,https://archiveofourown.org/works/234222?view_full_work=true,['Faith Wood (faithwood)'],Then Comes a Mist and a Weeping Rain,Explicit,['No Archive Warnings Apply'],['M/M'],['Harry Potter - J. K. Rowling'],['Draco Malfoy/Harry Potter'],"['Harry Potter', 'Draco Malfoy', 'Gregory Goyle', 'Millicent Bulstrode', 'Ernie Macmillan', 'Hermione Granger', 'Ron Weasley']","['Humor', 'Romance', 'Hogwarts Eighth Year', 'HP: EWE', 'Post - Deathly Hallows', 'Complete']",English,,2011-08-04,,21139,1/1,1204,68732,13038,827561,0.6188,0.5275111111111112,0.4451818181818182,0.2912,2321.4796489117384,2257.2575688572683,2271.177584643713,2108.2552637822,12.984855655466164,11.0,0.3616200217301712,"{'total_words': 22647, 'known_words': 17948, 'unknown_words': 4699, 'known_word_ratio': 0.7925111493796088, 'average_rank': 779.1532508914346}",0.7925111493796088
387,23442220,https://archiveofourown.org/works/23442220?view_full_work=true,['Igneum807'],If I Must Starve (Let it be in Your Arms),Mature,['No Archive Warnings Apply'],['M/M'],"['Wiedźmin | The Witcher - All Media Types', 'The Witcher (TV)']",['Geralt z Rivii | Geralt of Rivia/Jaskier | Dandelion'],"['Geralt z Rivii | Geralt of Rivia', 'Jaskier | Dandelion', 'Lambert (The Witcher)', 'Eskel (The Witcher)', 'Vesemir (The Witcher)']","['Soft Geralt z Rivii | Geralt of Rivia', 'Soft Jaskier | Dandelion', 'Hurt/Comfort', 'Touch-Starved', 'Platonic Cuddling', 'Jaskier gets allll the witchers', 'Lambert needs a hug', 'Eskel needs a hug', 'Emotionally Constipated Geralt z Rivii | Geralt of Rivia', 'Established Relationship']",English,Part 1 of If We Must Starve (Let it be Together),2020-04-02,2020-04-17,31259,12/12,1528,13005,2350,166211,0.6380751879699248,0.5476969696969697,0.4631212121212121,0.30865625,2475.34971502928,2430.208059336159,2427.197115295791,2287.0941236477865,14.904166666666669,13.0,0.3668182768716018,"{'total_words': 33482, 'known_words': 27719, 'unknown_words': 5763, 'known_word_ratio': 0.8278776656113733, 'average_rank': 801.8365881194302}",0.8278776656113733
388,23495773,https://archiveofourown.org/works/23495773?view_full_work=true,['mrthology'],"he ain't heavy, he's my brother",General Audiences,['No Archive Warnings Apply'],['Gen'],['Percy Jackson and the Olympians & Related Fandoms - All Media Types'],['canon pairings'],"['Percy Jackson', 'Triton (Percy Jackson)', 'Poseidon (Percy Jackson)', 'Amphitrite (Percy Jackson)', 'Sally Jackson', 'Delphin (Percy Jackson)', 'Annabeth Chase (Percy Jackson)', ""she'd just mentioned"", 'Others mentioned as well']","['Percy gets a migraine while in Atlantis', 'Poseidon (Percy Jackson) is a Good Parent', 'Protective Poseidon (Percy Jackson)', 'Amphitrite comes round', ""Triton doesn't get it"", 'Sickfic', 'Headaches & Migraines', 'Family', 'Sally Jackson is a Good Parent', 'Family Bonding', 'Sick Percy Jackson', 'Fluff', 'Prince Percy Jackson', ""but he doesn't realise he's a prince"", 'Fluff and Angst', 'because im apparently incapable of not including at least some', 'Triton (Percy Jackson) is a Good Sibling', 'Undersea Family']",English,Part 6 of With Friends Like These,2020-04-04,2020-04-06,15000,2/2,341,10343,1687,133416,0.6201904761904762,0.5221290322580645,0.4323333333333333,0.2744166666666667,2233.065743746863,2177.351421459962,2099.615137392045,2039.9797930579225,13.808131241084164,12.0,0.3362383140548249,"{'total_words': 15872, 'known_words': 13604, 'unknown_words': 2268, 'known_word_ratio': 0.8571068548387096, 'average_rank': 735.9863515479954}",0.8571068548387096
389,23497486,https://archiveofourown.org/works/23497486?view_full_work=true,['inexplicifics'],Only Love Proudly and Gladly and Well,Explicit,['No Archive Warnings Apply'],['M/M'],['Wiedźmin | The Witcher - All Media Types'],"['Geralt z Rivii | Geralt of Rivia/Jaskier | Dandelion', 'Eskel & Geralt z Rivii | Geralt of Rivia', 'Eskel & Jaskier | Dandelion', 'Cirilla Fiona Elen Riannon & Jaskier | Dandelion', 'Jaskier | Dandelion & Yennefer z Vengerbergu | Yennefer of Vengerberg', 'Jaskier | Dandelion & Triss Merigold', 'Jaskier | Dandelion & Lambert', 'Cirilla Fiona Elen Riannon & Geralt z Rivii | Geralt of Rivia', 'Jaskier | Dandelion & Original Female Character(s)', 'Lambert (The Witcher)/Milena de Roggeven (Accidental Warlord Series - inexplicifics)']","['Jaskier | Dandelion', 'Geralt z Rivii | Geralt of Rivia', 'Eskel (The Witcher)', 'Lambert (The Witcher)', 'Vesemir (The Witcher)', 'Yennefer z Vengerbergu | Yennefer of Vengerberg', 'Cirilla Fiona Elen Riannon', 'Triss Merigold', 'Original Female Character(s)', 'assorted Witchers', 'Milena de Roggeven (Accidental Warlord Series - inexplicifics)']","['Fluff and Smut', 'Canon-Typical Violence', 'Courtship', 'Found Family', 'Timeline What Timeline', 'Alternate Universe', 'Endearments', 'Explicit Consent', 'Singing', 'Lust Potion/Spell', ""Kaer Morhen's Fanon Hot Springs (The Witcher)""]",English,Part 3 of The Accidental Warlord and His PackPart 4 of The Accidental Warlord and His Pack - Recommended Reading Order,2020-04-05,2020-04-11,31101,7/7,1525,17031,1051,282292,0.640179104477612,0.5471044776119404,0.459030303030303,0.2970312499999999,2340.322771534002,2253.4947482471493,2182.60810164711,2107.4656949364817,20.033284385707294,16.0,0.3577847702957835,"{'total_words': 33639, 'known_words': 26682, 'unknown_words': 6957, 'known_word_ratio': 0.7931864799785963, 'average_rank': 753.442306227627}",0.7931864799785963
390,23505826,https://archiveofourown.org/works/23505826?view_full_work=true,['inkinmyheartandonthepage'],One in a Million,General Audiences,['No Archive Warnings Apply'],['Gen'],['The Avengers (Marvel Movies)'],['Peter Parker & Tony Stark'],"['Peter Parker', 'Tony Stark', 'Morgan Stark (Marvel Cinematic Universe)', 'Stephen Strange', 'Pepper Potts', 'James Rhodes', 'Steve Rogers', 'Bruce Banner', 'Clint Barton', 'Thor (Marvel)']","['Mention of Avengers', 'Post-Avengers: Endgame (Movie)', 'Fix-It', 'Post-Endgame', 'Hurt Peter Parker', ""Tony Stark Acting as Peter Parker's Parental Figure"", 'Peter Parker Needs a Hug', 'Peter Parker Has a Family', 'Hurt/Comfort', 'Emotional Hurt', 'Hurt', 'Family Fluff', 'The Avengers Are Good Bros', 'Stephen Strange is a Good Bro', 'Parent Tony Stark', 'Protective Tony Stark', 'Complete', 'Irondad', 'spiderson', 'Sleepwalking', 'Peter Parker Acts Like a Spider', ""Pepper Potts Acting as Peter Parker's Parental Figure"", 'Dead May Parker (Spider-Man)', 'Mentioned May Parker (Spider-Man)', 'May Parker (Spider-Man) Dies', 'Injured Peter Parker', 'Grief/Mourning']",English,,2020-04-06,2023-03-28,25156,9/9,805,16155,4053,268098,0.6015471698113207,0.5088679245283019,0.4233461538461538,0.2739583333333333,2156.026687574589,2102.051769622764,2082.5533721194943,2001.631986211104,13.33481421647819,12.0,0.3626417901196305,"{'total_words': 26705, 'known_words': 21823, 'unknown_words': 4882, 'known_word_ratio': 0.8171877925482119, 'average_rank': 791.2925769612712}",0.8171877925482119
391,23524942,https://archiveofourown.org/works/23524942?view_full_work=true,['Numanum'],Far Too Young To Die,Not Rated,['No Archive Warnings Apply'],['M/M'],['僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Dabi/Takami Keigo | Hawks', 'Dabi & Takami Keigo | Hawks', 'League of Villains & Takami Keigo | Hawks', 'Hero Public Safety Commission & Takami Keigo | Hawks']","['Takami Keigo | Hawks', 'Dabi (My Hero Academia)', 'League of Villains (My Hero Academia)', 'Hero Public Safety Commission (My Hero Academia)']","['Implied/Referenced Child Abuse', 'Dissociation', 'Implied/Referenced Torture', 'Fainting', 'Hurt Takami Keigo | Hawks', 'Takami Keigo | Hawks-centric', 'Protective Dabi (My Hero Academia)', 'Protective League of Villains (My Hero Academia)', 'Takami Keigo | Hawks Needs a Hug', ""Hero Public Safety Commission's A+ Parenting"", 'Panic Attacks', 'raptor stress grip', 'Animal Traits', 'Starvation', 'Self-Esteem Issues', 'Soft Takami Keigo | Hawks', ""he gets hurt and doesn't know its bad"", 'my poor birb boy', 'Wing Grooming', 'no beta we die like illiterate idiots', 'wow this is bad', ""This Is Why We Can't Have Nice Things"", 'welcome to the family birb boi', 'they commit crimes on saturday and play monopoly on sunday', 'League of Villains as Family (My Hero Academia)', 'Takami Keigo | Hawks Acts Like a Bird']",English,Part 1 of Hawks Needs Help (And He Actually Gets It),2020-04-08,,6515,1/1,196,15907,1632,145528,0.6357037037037037,0.5435384615384615,0.4615,0.30175,2422.387493703371,2339.5589413222224,2370.228708662047,2157.525412845506,25.894039735099337,25.0,0.3604941516625049,"{'total_words': 6944, 'known_words': 6019, 'unknown_words': 925, 'known_word_ratio': 0.8667914746543779, 'average_rank': 802.3441410075073}",0.8667914746543779
392,23581942,https://archiveofourown.org/works/23581942?view_full_work=true,['defractum'],dream of a funeral; hear of a marriage,Teen And Up Audiences,['No Archive Warnings Apply'],['M/M'],"['魔道祖师 - 墨香铜臭 | Módào Zǔshī - Mòxiāng Tóngxiù', '魔道祖师 | Módào Zǔshī (Cartoon)', '陈情令 | The Untamed (TV)']",['Lan Zhan | Lan Wangji/Wei Ying | Wei Wuxian'],"['Lan Zhan | Lan Wangji', 'Wei Ying | Wei Wuxian', 'Junior Ensemble (Modao Zushi)']","['Alternate Universe - Canon Divergence', 'Happy Ending', 'Domestic Fluff', 'First Time', 'Fluff and Humor']",English,,2020-04-10,2020-05-01,26566,4/4,952,17855,4181,166114,0.6268672566371681,0.5362142857142858,0.4464642857142857,0.2916071428571428,2267.5315021164965,2294.1203971479854,2250.913959048284,2198.8822542688763,20.51181592039801,17.0,0.3650996662195464,"{'total_words': 28489, 'known_words': 22628, 'unknown_words': 5861, 'known_word_ratio': 0.7942714732001825, 'average_rank': 739.1804270462634}",0.7942714732001825
